Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,1,UWSD,UWS,Ulcerative White Spot Disease,,,Fish feeding marks on surface,UWS
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Leptoria,1,E,1,B,B,,Bleaching ,,White spots on surface,BL
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,2,"PLD, PD",Unique,Pink Line Disease ,,,Partly dead with thin pink line near the edge of dead tissue,Others
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Favites,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,E,1,"P, PD",P,,Predation,,Partly dead with fish feeding marks ,P
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,1,"B, ",B,,Bleaching ,,Colony partly bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,3,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,3,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,D,1,"B, ",B,,Bleaching ,,Partly bleached,BL
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,3,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,13,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,3,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Platygyra,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,E,1,"P, PD",P,,Predation,,Partly dead with signs of fish feeding ,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,3,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Stylophora,1,B,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,D,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,1,"B, ",B,,Bleaching ,,Colony partly bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,3,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"P, PD",P,,Predation,,Partly dead with fish bite marks ,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Leptoria,1,M ,4,"E,B, PD",,,Eroded,Bleaching ,Partly dead with signs of organism burrowing. White patches on surface,IG
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,3,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,E,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Montipora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,1,B,B,,Bleaching ,,Partly bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"P, PD",P,,Predation,,Partly dead colony with fish feeding marks,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,2,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,2,CC,1,"B, ",B,,Bleaching ,,White patches on surface,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"P, FB, PD",P,,Predation,Focal Bleaching ,Partly dead colony with white spot and patches both from fish feeding and natural cause,P
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"P, PD",P,,Predation,,White patches/spots on surface. Potential fish feeding marks ,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,1,"P, PD",P,,Predation,,White patches on surface. Potential feeding signs,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,2,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,E,1,B,B,,Bleaching ,,Colony is half bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"UWSD, PD",UWS,Ulcerative White Spot Disease,,,Partly dead with white spots on surface,UWS
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,1,"B,",B,,Bleaching ,,Colony partially bleached,BL
Leleuvia,11/27/2013,,LUSRF4,2,Favites,1,SM,1,"B, PD",B,,Bleaching ,,Partly dead and bleached,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,5,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,2,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"P, PD",P,,Predation,,Partly dead with fish feeding signs,P
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,FB,FB,,Focal Bleaching ,,White patches on surface,FB
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,P,P,,Predation,,White patches on surface,P
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,3,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"UWSD, PD",UWS,Ulcerative White Spot Disease,,,Partly dead with white spots on surface,UWS
Leleuvia,11/27/2013,,LUSRF4,2,Porites,3,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"B, PD",B,,Bleaching ,,Partly dead with white patches,BL
Leleuvia,11/27/2013,,LUSRF4,2,Pavona,1,B,1,"B, ",B,,Bleaching ,,,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,1,"P, PD",P,,Predation,,Partly dead with fish feeding marks ,P
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,1,"P, ",P,,Predation,,White spots on surface,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,2,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Platygyra,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,2,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,3,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,3,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Platygyra,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Montipora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"FB, PD",FB,,Focal Bleaching ,,White patches on surface,FB
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"P, PD",P,,Predation,,White spots caused by fish feeding on a partly dead colony,P
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Leptoria,1,SM,1,"B, PD",B,,Bleaching ,,Colony looks pale with few white patches and is partly dead ,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"P, ",P,,Predation,,Fish bite marks ,P
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white patches ,FB
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,3,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,4,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"P, PD",P,,Predation,,Partly dead with fish bite marks,P
Leleuvia,11/27/2013,,LUSRF4,2,Coscinaraea,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,2,CC,1,"B, PD",B,,Bleaching ,,White patches on some branches and partly dead,BL
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,2,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,3,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,13,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,3,SM,1,"P, PD",P,,Predation,,Partly dead with fish feeding marks,P
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"P, PD",P,,Predation,,Partly dead with fish feeding marks,P
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,6,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,3,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,5,SM,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,F,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Favia,2,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Fungia,1,S,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,3,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,4,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,1,FB,FB,,Focal Bleaching ,,White spots on surface,FB
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Platygyra,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,7,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,4,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,4,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Montastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,3,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Platygyra,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,2,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,P,P,,Predation,,Fish feeding marks ,P
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,3,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,1,"B, ",B,,Bleaching ,,White patches on some branches,BL
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,3,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"FB, ",FB,,Focal bleaching ,,White patches on surface,FB
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,4,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,1,"FB, P",FB,,Focal Bleaching ,Predation,White patches on tips of some branches could be either Drupella feeding marks or FB,FB
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,1,"B, ",B,,Bleaching ,,Colony looks pale and bleached,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,4,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,1,"P, PD",P,,Predation,,Partly dead with fish bite marks ,P
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,2,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,1,"UWSD, PD",UWS,Ulcerative White Spot Disease,,,Partly dead with white patches on live tissue,UWS
Leleuvia,11/27/2013,,LUSRF4,2,Montipora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,5,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,1,"P, FB, PD",P,,Focal Bleaching ,Predation,"White patches on some branches cause by either FB, or Drupella",P
Leleuvia,11/27/2013,,LUSRF4,2,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Hydnophora,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Coscinaraea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Leptoria,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,3,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pavona,1,F,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,2,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,2,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,1,"UWSD, PD",UWS,Ulcerative White Spot Disease,,,Partly dead with white spots on surface,UWS
Leleuvia,11/27/2013,,LUSRF4,2,Pocillopora,1,SM,2,"GA, PD",GA,Growth Anomalies ,,,Partly dead with GA,GA
Leleuvia,11/27/2013,,LUSRF4,2,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,2,Millepora,4,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,2,Favites,1,E,1,"B, PD",B,,Bleaching ,,Partly dead colony gone white ,BL
Leleuvia,11/27/2013,,LUSRF4,2,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Millepora,10,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,2,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Porites,5,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,M ,1,"UWSD, PD",UWS,Ulcerative White Spot Disease,,,Partly dead with white spots on surface,UWS
Leleuvia,11/27/2013,,LUSRF4,3,Acropora,2,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Porites,5,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Astreopora,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Favites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,1,"B, PD",B,,Bleaching ,,White patches on some branches,BL
Leleuvia,11/27/2013,,LUSRF4,3,Porites,3,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Montipora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,3,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,2,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,3,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Millepora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Leptoria,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Acropora,1,T,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Coscinaraea,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,1,B,B,,Bleaching ,,White spots on some branches,BL
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,2,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Goniastrea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Symphyllia,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Millepora,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,2,M ,1,"P,PD",P,,Predation,,White patcehes is signs of fish feeding,P
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,2,"GA, PD",GA,Growth Anomalies ,,,Partly dead with GA,GA
Leleuvia,11/27/2013,,LUSRF4,3,Platygyra,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Stylophora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,CC,2,B GA,B,Growth Anomalies ,Bleaching ,,White patches on some branches with GA,GA
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,3,Millepora,4,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,3,Porites,1,M ,3,PD,,,,,,PD
