Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Acropora,1,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Isopora,1,SM,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches on surface,PR
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Pocillopora,1,CC,1,"B, PD",,Bleaching ,,Partly dead with white patches ,BL
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Pocillopora,1,CC,1,B,,Bleaching ,,,BL
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Isopora,1,SM,1,"B, PD",,Bleaching ,,Partly dead with white patches,BL
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Goniastrea,1,M ,1,B,,Bleaching ,,Whole colony is pale,BL
Nanuyalailai,12/5/2013,11:02,NLSOH2,1,Goniastrea,1,SM,1,"B, PD",,Bleaching ,,Partly dead with white patches,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,4,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,1,"B, PR, PD",Pigmentation Response,Bleaching ,,Partly dead with white and pink patches,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,2,"PR, TR, PD",Pigmentation Response,Trematodiasis,,Partly dead with pink spots and patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,3,B,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,"PR, B, PD",Pigmentation Response,Bleaching ,,Partly dead with pink and white patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,2,SM,1,"B, PD",,Bleaching ,,Partly dead with white patches on surface,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,4,"PR, E, PD",Pigmentation Response,Eroded,,Partly dead with signs of organism burrowing and pink patches,IG
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Montipora,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,2,"PR, PD",Pigmentation Response,,,Partly dead with pink line near dead tissue,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favia,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,2,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Montipora,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,3,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favia,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Goniastrea,1,M ,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favites,1,M ,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Montipora,1,SM,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favites,1,SM,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,2,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,E,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,1,B,,Bleaching ,,Whole colony is white,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,B,1,"B, PD",,Bleaching ,,Partly dead and bleached colony,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,1,"B, PD",,Bleaching ,,Partly dead with white patches,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favia,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Galaxea,5,E,1,B,,Bleaching ,,,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,E,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,"PR, GA",Growth Anomalies ,Pigmentation Response,,Pink patches with abnormal growth,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,PR,Pigmentation Response,,,,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,5,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,B,2,PR,Pigmentation Response,,,,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,1,"B, ",,Bleaching ,,White patches,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,"GA, TR, PD",Growth Anomalies ,Trematodiasis,,Partly dead with GA and TR,GA
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,3,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,2,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,1,B,,Bleaching ,,White spots ,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,1,B,,Bleaching ,,Colony looks pale ,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,1,"UWSD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots and lines,UWS
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,1,"UWSD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots,UWS
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,2,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,7,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,1,"WS, PD",White Syndrome,,,Partly dead with white patches advancing toward tip,WS
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,1,"B, ",,Bleaching ,,White patches on surface,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favites,1,SM,2,PR,Pigmentation Response,,,,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,1,"B,PR, PD",Pigmentation Response,Bleaching ,,Partly dead with white and pink branches,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,"PR,B, PD",Pigmentation Response,Bleaching ,,Partly dead with pink and white patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,1,"B, PD",,Bleaching ,,Partly dead with some white patches on branch tips ,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,1,B,,Bleaching ,,Partly dead with thin white lines near dead and live tissue,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,4,E,,Eroded,,,IG
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,2,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead with some bleached branches,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,4,E,,Eroded,,,IG
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,E,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,1,B,,Bleaching ,,,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Hydnophora,1,M ,4,"E, PD",,Eroded,,,IG
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Hydnophora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favia,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,1,"B, ",,Bleaching ,,White patches on surface,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,1,B,,Bleaching ,,Partly bleached,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,"GA, PR",Growth Anomalies ,Pigmentation Response,,Some branches pink and purple with abnormal growth,GA
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,2,PR. PD,Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Astreopora,1,E,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Hydnophora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,1,"UWSD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots ,UWS
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,1,"B,",,Bleaching ,,,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,2,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Montipora,1,SM,4,"E, PD",,Eroded,,Partly dead and eroded,IG
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,4,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,2,"GA, PD",Growth Anomalies ,,,,GA
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,3,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,1,"WS, PD",White Syndrome,,,Partly dead with white band near one end,WS
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,7,B,2,"PR, PD",Pigmentation Response,,,Partly dead with pink patches,PR
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Isopora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,T,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,3,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,SM,1,B,,Bleaching ,,Partly bleached,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favia,1,M ,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Favia,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,3,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,1,"B, ",,Bleaching ,,White patches on some branch tips,BL
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Montipora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Acropora,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Porites,1,M ,4,E,,Eroded,,,IG
Nanuyalailai,12/5/2013,11:11,NLSOH2,2,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Favia,2,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Pocillopora,1,CC,1,B,,Bleaching ,,Partly bleached,BL
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Porites,1,M ,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,2,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Porites,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Favites,1,E,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Isopora,2,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,T,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,2,T,2,GA,Growth Anomalies ,,,,GA
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Favia,1,SM,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,2,T,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Stylophora,1,B,1,B,,Bleaching ,,Whole colony is pale,BL
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Pocillopora,2,CC,1,B,,,,,BL
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Pocillopora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Goniastrea,1,SM,1,"UWSD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots,UWS
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Hydnophora,1,M ,1,B,,Bleaching ,,Whole colony white,BL
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Pocillopora,1,CC,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,D,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Isopora,1,SM,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,D,1,"B, ",,Bleaching ,,Whole colony is pale,BL
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,2,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,3,D,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,D,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Favia,1,M ,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Montipora,1,B,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,T,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Porites,2,E,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Porites,1,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,3,B,0,,,,,,H
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Pocillopora,1,CC,3,PD,,,,,PD
Nanuyalailai,12/5/2013,11:22,NLSOH2,3,Acropora,1,D,3,PD,,,,,PD
