Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Leleuvia,11/25/2013,,LUSRF2,3,Montipora,1,SM,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,2,T,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Turbinaria ,1,F,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Leptoria,1,SM,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Porites,1,SM,1,"FB, PD",FB,B,,Focal Bleaching ,,White blotches on some parts of colony,FB
Leleuvia,11/25/2013,,LUSRF2,3,Montipora,3,B,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,1,E,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Favites,1,SM,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Pocillopora,2,CC,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,1,B,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,2,D,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Pavona,1,SM,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Goniastrea,1,M ,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Stylophora,1,B,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Porites,1,B,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,1,T,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Pocillopora,1,CC,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Porites,8,B,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,2,B,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Stylophora,1,B,2,GA,GA,,Growth Anomalies ,,,,GA
Leleuvia,11/25/2013,,LUSRF2,3,Pocillopora,3,CC,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,2,T,2,GA,GA,,Growth Anomalies ,,,,GA
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,1,T,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Pavona,1,F,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Porites,1,M ,1,"P, PD",P,P,,Predation,,"Partly dead with a big blotch on surface, looks like COTS feeding",P
Leleuvia,11/25/2013,,LUSRF2,3,Montipora,1,SM,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,1,T,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Cyphastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Platygyra,1,M ,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,1,T,1,"B, PD",B,B,,Bleaching ,,Colony partly dead and bleached,BL
Leleuvia,11/25/2013,,LUSRF2,3,Porites,1,SM,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Porites,3,SM,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Porites,1,B,3,PD,,,,,,,PD
Leleuvia,11/25/2013,,LUSRF2,3,Stylophora,1,B,0,,,,,,,,H
Leleuvia,11/25/2013,,LUSRF2,3,Acropora,4,T,0,,,,,,,,H
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
